
ctarget:     file format elf64-x86-64


Disassembly of section .init:

0000000000401000 <_init>:
  401000:	f3 0f 1e fa          	endbr64 
  401dc7:	e8 e5 04 00 00       	callq  4022b1 <validate>
  401dcc:	bf 00 00 00 00       	mov    $0x0,%edi
  401dd1:	e8 6a f5 ff ff       	callq  401340 <exit@plt>

0000000000401dd6 <touch2>:
  401dd6:	f3 0f 1e fa          	endbr64 
  401dda:	50                   	push   %rax
  401ddb:	58                   	pop    %rax
  401ddc:	48 83 ec 08          	sub    $0x8,%rsp
  401de0:	89 fa                	mov    %edi,%edx
  401de2:	c7 05 10 37 00 00 02 	movl   $0x2,0x3710(%rip)        # 4054fc <vlevel>
  401de9:	00 00 00 
  401dec:	39 3d 12 37 00 00    	cmp    %edi,0x3712(%rip)        # 405504 <cookie>
  401df2:	74 2a                	je     401e1e <touch2+0x48>
  401df4:	48 8d 35 ad 14 00 00 	lea    0x14ad(%rip),%rsi        # 4032a8 <_IO_stdin_used+0x2a8>
  401dfb:	bf 01 00 00 00       	mov    $0x1,%edi
  401e00:	b8 00 00 00 00       	mov    $0x0,%eax
  401e05:	e8 06 f6 ff ff       	callq  401410 <__printf_chk@plt>
  401e0a:	bf 02 00 00 00       	mov    $0x2,%edi
  401e0f:	e8 71 05 00 00       	callq  402385 <fail>
  401e14:	bf 00 00 00 00       	mov    $0x0,%edi
  401e19:	e8 22 f5 ff ff       	callq  401340 <exit@plt>
  401e1e:	48 8d 35 5b 14 00 00 	lea    0x145b(%rip),%rsi        # 403280 <_IO_stdin_used+0x280>
  401e25:	bf 01 00 00 00       	mov    $0x1,%edi
  401e2a:	b8 00 00 00 00       	mov    $0x0,%eax
  401e2f:	e8 dc f5 ff ff       	callq  401410 <__printf_chk@plt>
  401e34:	bf 02 00 00 00       	mov    $0x2,%edi
  401e39:	e8 73 04 00 00       	callq  4022b1 <validate>
  401e3e:	eb d4                	jmp    401e14 <touch2+0x3e>

0000000000401e40 <hexmatch>:
  401e40:	f3 0f 1e fa          	endbr64 
  401e44:	41 55                	push   %r13
  401e46:	41 54                	push   %r12
  401e48:	55                   	push   %rbp
  401e49:	53                   	push   %rbx
  401e4a:	48 81 ec 88 00 00 00 	sub    $0x88,%rsp
  401e51:	89 fd                	mov    %edi,%ebp
  401e53:	48 89 f3             	mov    %rsi,%rbx
  401e56:	41 bc 28 00 00 00    	mov    $0x28,%r12d
  401e5c:	64 49 8b 04 24       	mov    %fs:(%r12),%rax
  401e61:	48 89 44 24 78       	mov    %rax,0x78(%rsp)
  401e66:	31 c0                	xor    %eax,%eax
  401e68:	e8 c3 f5 ff ff       	callq  401430 <random@plt>
  401e6d:	48 89 c1             	mov    %rax,%rcx
  401e70:	48 ba 0b d7 a3 70 3d 	movabs $0xa3d70a3d70a3d70b,%rdx
  401e77:	0a d7 a3 
  401e7a:	48 f7 ea             	imul   %rdx
  401e7d:	48 01 ca             	add    %rcx,%rdx
  401e80:	48 c1 fa 06          	sar    $0x6,%rdx
  401e84:	48 89 c8             	mov    %rcx,%rax
  401e87:	48 c1 f8 3f          	sar    $0x3f,%rax
  401e8b:	48 29 c2             	sub    %rax,%rdx
  401e8e:	48 8d 04 92          	lea    (%rdx,%rdx,4),%rax
  401e92:	48 8d 04 80          	lea    (%rax,%rax,4),%rax
  401e96:	48 c1 e0 02          	shl    $0x2,%rax
  401e9a:	48 29 c1             	sub    %rax,%rcx
  401e9d:	4c 8d 2c 0c          	lea    (%rsp,%rcx,1),%r13
  401ea1:	41 89 e8             	mov    %ebp,%r8d
  401ea4:	48 8d 0d ca 13 00 00 	lea    0x13ca(%rip),%rcx        # 403275 <_IO_stdin_used+0x275>
  401eab:	48 c7 c2 ff ff ff ff 	mov    $0xffffffffffffffff,%rdx
  401eb2:	be 01 00 00 00       	mov    $0x1,%esi
  401eb7:	4c 89 ef             	mov    %r13,%rdi
  401eba:	b8 00 00 00 00       	mov    $0x0,%eax
  401ebf:	e8 7c f5 ff ff       	callq  401440 <__sprintf_chk@plt>
  401ec4:	ba 09 00 00 00       	mov    $0x9,%edx
  401ec9:	4c 89 ee             	mov    %r13,%rsi
  401ecc:	48 89 df             	mov    %rbx,%rdi
  401ecf:	e8 dc f3 ff ff       	callq  4012b0 <strncmp@plt>
  401ed4:	85 c0                	test   %eax,%eax
  401ed6:	0f 94 c0             	sete   %al
  401ed9:	48 8b 5c 24 78       	mov    0x78(%rsp),%rbx
  401ede:	64 49 33 1c 24       	xor    %fs:(%r12),%rbx
  401ee3:	75 11                	jne    401ef6 <hexmatch+0xb6>
  401ee5:	0f b6 c0             	movzbl %al,%eax
  401ee8:	48 81 c4 88 00 00 00 	add    $0x88,%rsp
  401eef:	5b                   	pop    %rbx
  401ef0:	5d                   	pop    %rbp
  401ef1:	41 5c                	pop    %r12
  401ef3:	41 5d                	pop    %r13
  401ef5:	c3                   	retq   
  401ef6:	e8 e5 f3 ff ff       	callq  4012e0 <__stack_chk_fail@plt>

0000000000401efb <touch3>:
  401efb:	f3 0f 1e fa          	endbr64 
  401eff:	53                   	push   %rbx
  401f00:	48 89 fb             	mov    %rdi,%rbx
  401f03:	c7 05 ef 35 00 00 03 	movl   $0x3,0x35ef(%rip)        # 4054fc <vlevel>
  401f0a:	00 00 00 
  401f0d:	48 89 fe             	mov    %rdi,%rsi
  401f10:	8b 3d ee 35 00 00    	mov    0x35ee(%rip),%edi        # 405504 <cookie>
  401f16:	e8 25 ff ff ff       	callq  401e40 <hexmatch>
  401f1b:	85 c0                	test   %eax,%eax
  401f1d:	74 2d                	je     401f4c <touch3+0x51>
  401f1f:	48 89 da             	mov    %rbx,%rdx
  401f22:	48 8d 35 a7 13 00 00 	lea    0x13a7(%rip),%rsi        # 4032d0 <_IO_stdin_used+0x2d0>
  401f29:	bf 01 00 00 00       	mov    $0x1,%edi
  401f2e:	b8 00 00 00 00       	mov    $0x0,%eax
  401f33:	e8 d8 f4 ff ff       	callq  401410 <__printf_chk@plt>
  401f38:	bf 03 00 00 00       	mov    $0x3,%edi
  401f3d:	e8 6f 03 00 00       	callq  4022b1 <validate>
  401f42:	bf 00 00 00 00       	mov    $0x0,%edi
  401f47:	e8 f4 f3 ff ff       	callq  401340 <exit@plt>
  401f4c:	48 89 da             	mov    %rbx,%rdx
  401f4f:	48 8d 35 a2 13 00 00 	lea    0x13a2(%rip),%rsi        # 4032f8 <_IO_stdin_used+0x2f8>
  401f56:	bf 01 00 00 00       	mov    $0x1,%edi
  401f5b:	b8 00 00 00 00       	mov    $0x0,%eax
  401f60:	e8 ab f4 ff ff       	callq  401410 <__printf_chk@plt>
  401f65:	bf 03 00 00 00       	mov    $0x3,%edi
  401f6a:	e8 16 04 00 00       	callq  402385 <fail>
  401f6f:	eb d1                	jmp    401f42 <touch3+0x47>

0000000000401f71 <test>:
  401f71:	f3 0f 1e fa          	endbr64 
  401f75:	48 83 ec 08          	sub    $0x8,%rsp
  401f79:	b8 00 00 00 00       	mov    $0x0,%eax
  401f7e:	e8 05 fe ff ff       	callq  401d88 <getbuf>
  401f83:	89 c2                	mov    %eax,%edx
  401f85:	48 8d 35 94 13 00 00 	lea    0x1394(%rip),%rsi        # 403320 <_IO_stdin_used+0x320>
  401f8c:	bf 01 00 00 00       	mov    $0x1,%edi
  401f91:	b8 00 00 00 00       	mov    $0x0,%eax
  401f96:	e8 75 f4 ff ff       	callq  401410 <__printf_chk@plt>
  401f9b:	48 83 c4 08          	add    $0x8,%rsp
  401f9f:	c3                   	retq   

0000000000401fa0 <save_char>:
  401fa0:	8b 05 7e 41 00 00    	mov    0x417e(%rip),%eax        # 406124 <gets_cnt>
  401fa6:	3d ff 03 00 00       	cmp    $0x3ff,%eax
  401fab:	7f 4a                	jg     401ff7 <save_char+0x57>
  401fad:	89 f9                	mov    %edi,%ecx
  401faf:	c0 e9 04             	shr    $0x4,%cl
  401fb2:	8d 14 40             	lea    (%rax,%rax,2),%edx
  401fb5:	4c 8d 05 84 16 00 00 	lea    0x1684(%rip),%r8        # 403640 <trans_char>
  401fbc:	83 e1 0f             	and    $0xf,%ecx
  401fbf:	45 0f b6 0c 08       	movzbl (%r8,%rcx,1),%r9d
  401fc4:	48 8d 0d 55 35 00 00 	lea    0x3555(%rip),%rcx        # 405520 <gets_buf>
  401fcb:	48 63 f2             	movslq %edx,%rsi
  401fce:	44 88 0c 31          	mov    %r9b,(%rcx,%rsi,1)
  401fd2:	8d 72 01             	lea    0x1(%rdx),%esi
  401fd5:	83 e7 0f             	and    $0xf,%edi
  401fd8:	41 0f b6 3c 38       	movzbl (%r8,%rdi,1),%edi
  401fdd:	48 63 f6             	movslq %esi,%rsi
  401fe0:	40 88 3c 31          	mov    %dil,(%rcx,%rsi,1)
  401fe4:	83 c2 02             	add    $0x2,%edx
  401fe7:	48 63 d2             	movslq %edx,%rdx
  401fea:	c6 04 11 20          	movb   $0x20,(%rcx,%rdx,1)
  401fee:	83 c0 01             	add    $0x1,%eax
  401ff1:	89 05 2d 41 00 00    	mov    %eax,0x412d(%rip)        # 406124 <gets_cnt>
  401ff7:	c3                   	retq   

0000000000401ff8 <save_term>:
  401ff8:	8b 05 26 41 00 00    	mov    0x4126(%rip),%eax        # 406124 <gets_cnt>
  401ffe:	8d 04 40             	lea    (%rax,%rax,2),%eax
  402001:	48 98                	cltq   
  402003:	48 8d 15 16 35 00 00 	lea    0x3516(%rip),%rdx        # 405520 <gets_buf>
  40200a:	c6 04 02 00          	movb   $0x0,(%rdx,%rax,1)
  40200e:	c3                   	retq   

000000000040200f <check_fail>:
  40200f:	f3 0f 1e fa          	endbr64 
  402013:	50                   	push   %rax
  402014:	58                   	pop    %rax
  402015:	48 83 ec 08          	sub    $0x8,%rsp
  402019:	0f be 15 08 41 00 00 	movsbl 0x4108(%rip),%edx        # 406128 <target_prefix>
  402020:	4c 8d 05 f9 34 00 00 	lea    0x34f9(%rip),%r8        # 405520 <gets_buf>
  402027:	8b 0d cb 34 00 00    	mov    0x34cb(%rip),%ecx        # 4054f8 <check_level>
  40202d:	48 8d 35 0f 13 00 00 	lea    0x130f(%rip),%rsi        # 403343 <_IO_stdin_used+0x343>
  402034:	bf 01 00 00 00       	mov    $0x1,%edi
  402039:	b8 00 00 00 00       	mov    $0x0,%eax
  40203e:	e8 cd f3 ff ff       	callq  401410 <__printf_chk@plt>
  402043:	bf 01 00 00 00       	mov    $0x1,%edi
  402048:	e8 f3 f2 ff ff       	callq  401340 <exit@plt>

000000000040204d <Gets>:
  40204d:	f3 0f 1e fa          	endbr64 
  402051:	41 54                	push   %r12
  402053:	55                   	push   %rbp
  402054:	53                   	push   %rbx
  402055:	49 89 fc             	mov    %rdi,%r12
  402058:	c7 05 c2 40 00 00 00 	movl   $0x0,0x40c2(%rip)        # 406124 <gets_cnt>
  40205f:	00 00 00 
  402062:	48 89 fb             	mov    %rdi,%rbx
  402065:	48 8b 3d 84 34 00 00 	mov    0x3484(%rip),%rdi        # 4054f0 <infile>
  40206c:	e8 9f f2 ff ff       	callq  401310 <getc@plt>
  402071:	83 f8 ff             	cmp    $0xffffffff,%eax
  402074:	74 18                	je     40208e <Gets+0x41>
  402076:	83 f8 0a             	cmp    $0xa,%eax
  402079:	74 13                	je     40208e <Gets+0x41>
  40207b:	48 8d 6b 01          	lea    0x1(%rbx),%rbp
  40207f:	88 03                	mov    %al,(%rbx)
  402081:	0f b6 f8             	movzbl %al,%edi
  402084:	e8 17 ff ff ff       	callq  401fa0 <save_char>
  402089:	48 89 eb             	mov    %rbp,%rbx
  40208c:	eb d7                	jmp    402065 <Gets+0x18>
  40208e:	c6 03 00             	movb   $0x0,(%rbx)
  402091:	b8 00 00 00 00       	mov    $0x0,%eax
  402096:	e8 5d ff ff ff       	callq  401ff8 <save_term>
  40209b:	4c 89 e0             	mov    %r12,%rax
  40209e:	5b                   	pop    %rbx
  40209f:	5d                   	pop    %rbp
  4020a0:	41 5c                	pop    %r12
  4020a2:	c3                   	retq   

00000000004020a3 <notify_server>:
  4020a3:	f3 0f 1e fa          	endbr64 
  4020a7:	55                   	push   %rbp
  4020a8:	53                   	push   %rbx
  4020a9:	4c 8d 9c 24 00 c0 ff 	lea    -0x4000(%rsp),%r11
  4020b0:	ff 
  4020b1:	48 81 ec 00 10 00 00 	sub    $0x1000,%rsp
  4020b8:	48 83 0c 24 00       	orq    $0x0,(%rsp)
  4020bd:	4c 39 dc             	cmp    %r11,%rsp
  4020c0:	75 ef                	jne    4020b1 <notify_server+0xe>
  4020c2:	48 83 ec 18          	sub    $0x18,%rsp
  4020c6:	64 48 8b 04 25 28 00 	mov    %fs:0x28,%rax
  4020cd:	00 00 
  4020cf:	48 89 84 24 08 40 00 	mov    %rax,0x4008(%rsp)
  4020d6:	00 
  4020d7:	31 c0                	xor    %eax,%eax
  4020d9:	83 3d 28 34 00 00 00 	cmpl   $0x0,0x3428(%rip)        # 405508 <is_checker>
  4020e0:	0f 85 17 01 00 00    	jne    4021fd <notify_server+0x15a>
  4020e6:	89 fb                	mov    %edi,%ebx
  4020e8:	81 3d 32 40 00 00 9c 	cmpl   $0x1f9c,0x4032(%rip)        # 406124 <gets_cnt>
  4020ef:	1f 00 00 
  4020f2:	7f 18                	jg     40210c <notify_server+0x69>
  4020f4:	0f be 05 2d 40 00 00 	movsbl 0x402d(%rip),%eax        # 406128 <target_prefix>
  4020fb:	83 3d 5e 30 00 00 00 	cmpl   $0x0,0x305e(%rip)        # 405160 <notify>
  402102:	74 23                	je     402127 <notify_server+0x84>
  402104:	8b 15 f6 33 00 00    	mov    0x33f6(%rip),%edx        # 405500 <authkey>
  40210a:	eb 20                	jmp    40212c <notify_server+0x89>
  40210c:	48 8d 35 65 13 00 00 	lea    0x1365(%rip),%rsi        # 403478 <_IO_stdin_used+0x478>
  402113:	bf 01 00 00 00       	mov    $0x1,%edi
  402118:	e8 f3 f2 ff ff       	callq  401410 <__printf_chk@plt>
  40211d:	bf 01 00 00 00       	mov    $0x1,%edi
  402122:	e8 19 f2 ff ff       	callq  401340 <exit@plt>
  402127:	ba ff ff ff ff       	mov    $0xffffffff,%edx
  40212c:	85 db                	test   %ebx,%ebx
  40212e:	0f 84 89 00 00 00    	je     4021bd <notify_server+0x11a>
  402134:	48 8d 2d 23 12 00 00 	lea    0x1223(%rip),%rbp        # 40335e <_IO_stdin_used+0x35e>
  40213b:	48 89 e7             	mov    %rsp,%rdi
  40213e:	48 8d 0d db 33 00 00 	lea    0x33db(%rip),%rcx        # 405520 <gets_buf>
  402145:	51                   	push   %rcx
  402146:	56                   	push   %rsi
  402147:	50                   	push   %rax
  402148:	52                   	push   %rdx
  402149:	49 89 e9             	mov    %rbp,%r9
  40214c:	44 8b 05 e5 2f 00 00 	mov    0x2fe5(%rip),%r8d        # 405138 <target_id>
  402153:	48 8d 0d 09 12 00 00 	lea    0x1209(%rip),%rcx        # 403363 <_IO_stdin_used+0x363>
  40215a:	ba 00 20 00 00       	mov    $0x2000,%edx
  40215f:	be 01 00 00 00       	mov    $0x1,%esi
  402164:	b8 00 00 00 00       	mov    $0x0,%eax
  402169:	e8 d2 f2 ff ff       	callq  401440 <__sprintf_chk@plt>
  40216e:	48 83 c4 20          	add    $0x20,%rsp
  402172:	83 3d e7 2f 00 00 00 	cmpl   $0x0,0x2fe7(%rip)        # 405160 <notify>
  402179:	0f 84 9f 00 00 00    	je     40221e <notify_server+0x17b>
  40217f:	85 db                	test   %ebx,%ebx
  402181:	74 6e                	je     4021f1 <notify_server+0x14e>
  402183:	48 8d 8c 24 00 20 00 	lea    0x2000(%rsp),%rcx
  40218a:	00 
  40218b:	48 89 e6             	mov    %rsp,%rsi
  40218e:	ba 00 00 00 00       	mov    $0x0,%edx
  402193:	48 8b 3d a6 2f 00 00 	mov    0x2fa6(%rip),%rdi        # 405140 <user_id>
  40219a:	e8 fb 08 00 00       	callq  402a9a <driver_post>
  40219f:	85 c0                	test   %eax,%eax
  4021a1:	78 26                	js     4021c9 <notify_server+0x126>
  4021a3:	48 8d 3d fe 12 00 00 	lea    0x12fe(%rip),%rdi        # 4034a8 <_IO_stdin_used+0x4a8>
  4021aa:	e8 51 f2 ff ff       	callq  401400 <puts@plt>
  4021af:	48 8d 3d d5 11 00 00 	lea    0x11d5(%rip),%rdi        # 40338b <_IO_stdin_used+0x38b>
  4021b6:	e8 45 f2 ff ff       	callq  401400 <puts@plt>
  4021bb:	eb 40                	jmp    4021fd <notify_server+0x15a>
  4021bd:	48 8d 2d 95 11 00 00 	lea    0x1195(%rip),%rbp        # 403359 <_IO_stdin_used+0x359>
  4021c4:	e9 72 ff ff ff       	jmpq   40213b <notify_server+0x98>
  4021c9:	48 8d 94 24 00 20 00 	lea    0x2000(%rsp),%rdx
  4021d0:	00 
  4021d1:	48 8d 35 a7 11 00 00 	lea    0x11a7(%rip),%rsi        # 40337f <_IO_stdin_used+0x37f>
  4021d8:	bf 01 00 00 00       	mov    $0x1,%edi
  4021dd:	b8 00 00 00 00       	mov    $0x0,%eax
  4021e2:	e8 29 f2 ff ff       	callq  401410 <__printf_chk@plt>
  4021e7:	bf 01 00 00 00       	mov    $0x1,%edi
  4021ec:	e8 4f f1 ff ff       	callq  401340 <exit@plt>
  4021f1:	48 8d 3d 9d 11 00 00 	lea    0x119d(%rip),%rdi        # 403395 <_IO_stdin_used+0x395>
  4021f8:	e8 03 f2 ff ff       	callq  401400 <puts@plt>
  4021fd:	48 8b 84 24 08 40 00 	mov    0x4008(%rsp),%rax
  402204:	00 
  402205:	64 48 33 04 25 28 00 	xor    %fs:0x28,%rax
  40220c:	00 00 
  40220e:	0f 85 98 00 00 00    	jne    4022ac <notify_server+0x209>
  402214:	48 81 c4 18 40 00 00 	add    $0x4018,%rsp
  40221b:	5b                   	pop    %rbx
  40221c:	5d                   	pop    %rbp
  40221d:	c3                   	retq   
  40221e:	48 89 ea             	mov    %rbp,%rdx
  402221:	48 8d 35 b8 12 00 00 	lea    0x12b8(%rip),%rsi        # 4034e0 <_IO_stdin_used+0x4e0>
  402228:	bf 01 00 00 00       	mov    $0x1,%edi
  40222d:	b8 00 00 00 00       	mov    $0x0,%eax
  402232:	e8 d9 f1 ff ff       	callq  401410 <__printf_chk@plt>
  402237:	48 8b 15 02 2f 00 00 	mov    0x2f02(%rip),%rdx        # 405140 <user_id>
  40223e:	48 8d 35 57 11 00 00 	lea    0x1157(%rip),%rsi        # 40339c <_IO_stdin_used+0x39c>
  402245:	bf 01 00 00 00       	mov    $0x1,%edi
  40224a:	b8 00 00 00 00       	mov    $0x0,%eax
  40224f:	e8 bc f1 ff ff       	callq  401410 <__printf_chk@plt>
  402254:	48 8b 15 f5 2e 00 00 	mov    0x2ef5(%rip),%rdx        # 405150 <course>
  40225b:	48 8d 35 47 11 00 00 	lea    0x1147(%rip),%rsi        # 4033a9 <_IO_stdin_used+0x3a9>
  402262:	bf 01 00 00 00       	mov    $0x1,%edi
  402267:	b8 00 00 00 00       	mov    $0x0,%eax
  40226c:	e8 9f f1 ff ff       	callq  401410 <__printf_chk@plt>
  402271:	48 8b 15 d0 2e 00 00 	mov    0x2ed0(%rip),%rdx        # 405148 <lab>
  402278:	48 8d 35 36 11 00 00 	lea    0x1136(%rip),%rsi        # 4033b5 <_IO_stdin_used+0x3b5>
  40227f:	bf 01 00 00 00       	mov    $0x1,%edi
  402284:	b8 00 00 00 00       	mov    $0x0,%eax
  402289:	e8 82 f1 ff ff       	callq  401410 <__printf_chk@plt>
  40228e:	48 89 e2             	mov    %rsp,%rdx
  402291:	48 8d 35 26 11 00 00 	lea    0x1126(%rip),%rsi        # 4033be <_IO_stdin_used+0x3be>
  402298:	bf 01 00 00 00       	mov    $0x1,%edi
  40229d:	b8 00 00 00 00       	mov    $0x0,%eax
  4022a2:	e8 69 f1 ff ff       	callq  401410 <__printf_chk@plt>
  4022a7:	e9 51 ff ff ff       	jmpq   4021fd <notify_server+0x15a>
  4022ac:	e8 2f f0 ff ff       	callq  4012e0 <__stack_chk_fail@plt>

00000000004022b1 <validate>:
  4022b1:	f3 0f 1e fa          	endbr64 
  4022b5:	53                   	push   %rbx
  4022b6:	89 fb                	mov    %edi,%ebx
  4022b8:	83 3d 49 32 00 00 00 	cmpl   $0x0,0x3249(%rip)        # 405508 <is_checker>
  4022bf:	74 72                	je     402333 <validate+0x82>
  4022c1:	39 3d 35 32 00 00    	cmp    %edi,0x3235(%rip)        # 4054fc <vlevel>
  4022c7:	75 32                	jne    4022fb <validate+0x4a>
  4022c9:	8b 15 29 32 00 00    	mov    0x3229(%rip),%edx        # 4054f8 <check_level>
  4022cf:	39 fa                	cmp    %edi,%edx
  4022d1:	75 3e                	jne    402311 <validate+0x60>
  4022d3:	0f be 15 4e 3e 00 00 	movsbl 0x3e4e(%rip),%edx        # 406128 <target_prefix>
  4022da:	4c 8d 05 3f 32 00 00 	lea    0x323f(%rip),%r8        # 405520 <gets_buf>
  4022e1:	89 f9                	mov    %edi,%ecx
  4022e3:	48 8d 35 fe 10 00 00 	lea    0x10fe(%rip),%rsi        # 4033e8 <_IO_stdin_used+0x3e8>
  4022ea:	bf 01 00 00 00       	mov    $0x1,%edi
  4022ef:	b8 00 00 00 00       	mov    $0x0,%eax
  4022f4:	e8 17 f1 ff ff       	callq  401410 <__printf_chk@plt>
  4022f9:	5b                   	pop    %rbx
  4022fa:	c3                   	retq   
  4022fb:	48 8d 3d c8 10 00 00 	lea    0x10c8(%rip),%rdi        # 4033ca <_IO_stdin_used+0x3ca>
  402302:	e8 f9 f0 ff ff       	callq  401400 <puts@plt>
  402307:	b8 00 00 00 00       	mov    $0x0,%eax
  40230c:	e8 fe fc ff ff       	callq  40200f <check_fail>
  402311:	89 f9                	mov    %edi,%ecx
  402313:	48 8d 35 ee 11 00 00 	lea    0x11ee(%rip),%rsi        # 403508 <_IO_stdin_used+0x508>
  40231a:	bf 01 00 00 00       	mov    $0x1,%edi
  40231f:	b8 00 00 00 00       	mov    $0x0,%eax
  402324:	e8 e7 f0 ff ff       	callq  401410 <__printf_chk@plt>
  402329:	b8 00 00 00 00       	mov    $0x0,%eax
  40232e:	e8 dc fc ff ff       	callq  40200f <check_fail>
  402333:	39 3d c3 31 00 00    	cmp    %edi,0x31c3(%rip)        # 4054fc <vlevel>
  402339:	74 1a                	je     402355 <validate+0xa4>
  40233b:	48 8d 3d 88 10 00 00 	lea    0x1088(%rip),%rdi        # 4033ca <_IO_stdin_used+0x3ca>
  402342:	e8 b9 f0 ff ff       	callq  401400 <puts@plt>
  402347:	89 de                	mov    %ebx,%esi
  402349:	bf 00 00 00 00       	mov    $0x0,%edi
  40234e:	e8 50 fd ff ff       	callq  4020a3 <notify_server>
  402353:	eb a4                	jmp    4022f9 <validate+0x48>
  402355:	0f be 0d cc 3d 00 00 	movsbl 0x3dcc(%rip),%ecx        # 406128 <target_prefix>
  40235c:	89 fa                	mov    %edi,%edx
  40235e:	48 8d 35 cb 11 00 00 	lea    0x11cb(%rip),%rsi        # 403530 <_IO_stdin_used+0x530>
  402365:	bf 01 00 00 00       	mov    $0x1,%edi
  40236a:	b8 00 00 00 00       	mov    $0x0,%eax
  40236f:	e8 9c f0 ff ff       	callq  401410 <__printf_chk@plt>
  402374:	89 de                	mov    %ebx,%esi
  402376:	bf 01 00 00 00       	mov    $0x1,%edi
  40237b:	e8 23 fd ff ff       	callq  4020a3 <notify_server>
  402380:	e9 74 ff ff ff       	jmpq   4022f9 <validate+0x48>

0000000000402385 <fail>:
  402385:	f3 0f 1e fa          	endbr64 
  402389:	48 83 ec 08          	sub    $0x8,%rsp
  40238d:	83 3d 74 31 00 00 00 	cmpl   $0x0,0x3174(%rip)        # 405508 <is_checker>
  402394:	75 11                	jne    4023a7 <fail+0x22>
  402396:	89 fe                	mov    %edi,%esi
  402398:	bf 00 00 00 00       	mov    $0x0,%edi
  40239d:	e8 01 fd ff ff       	callq  4020a3 <notify_server>
  4023a2:	48 83 c4 08          	add    $0x8,%rsp
  4023a6:	c3                   	retq   
  4023a7:	b8 00 00 00 00       	mov    $0x0,%eax
  4023ac:	e8 5e fc ff ff       	callq  40200f <check_fail>

00000000004023b1 <bushandler>:
  4023b1:	f3 0f 1e fa          	endbr64 
  4023b5:	50                   	push   %rax
  4023b6:	58                   	pop    %rax
  4023b7:	48 83 ec 08          	sub    $0x8,%rsp
  4023bb:	83 3d 46 31 00 00 00 	cmpl   $0x0,0x3146(%rip)        # 405508 <is_checker>
  4023c2:	74 16                	je     4023da <bushandler+0x29>
  4023c4:	48 8d 3d 32 10 00 00 	lea    0x1032(%rip),%rdi        # 4033fd <_IO_stdin_used+0x3fd>
  4023cb:	e8 30 f0 ff ff       	callq  401400 <puts@plt>
  4023d0:	b8 00 00 00 00       	mov    $0x0,%eax
  4023d5:	e8 35 fc ff ff       	callq  40200f <check_fail>
  4023da:	48 8d 3d 87 11 00 00 	lea    0x1187(%rip),%rdi        # 403568 <_IO_stdin_used+0x568>
  4023e1:	e8 1a f0 ff ff       	callq  401400 <puts@plt>
  4023e6:	48 8d 3d 1a 10 00 00 	lea    0x101a(%rip),%rdi        # 403407 <_IO_stdin_used+0x407>
  4023ed:	e8 0e f0 ff ff       	callq  401400 <puts@plt>
  4023f2:	be 00 00 00 00       	mov    $0x0,%esi
  4023f7:	bf 00 00 00 00       	mov    $0x0,%edi
  4023fc:	e8 a2 fc ff ff       	callq  4020a3 <notify_server>
  402401:	bf 01 00 00 00       	mov    $0x1,%edi
  402406:	e8 35 ef ff ff       	callq  401340 <exit@plt>

000000000040240b <seghandler>:
  40240b:	f3 0f 1e fa          	endbr64 
  40240f:	50                   	push   %rax
  402410:	58                   	pop    %rax
  402411:	48 83 ec 08          	sub    $0x8,%rsp
  402415:	83 3d ec 30 00 00 00 	cmpl   $0x0,0x30ec(%rip)        # 405508 <is_checker>
  40241c:	74 16                	je     402434 <seghandler+0x29>
  40241e:	48 8d 3d f8 0f 00 00 	lea    0xff8(%rip),%rdi        # 40341d <_IO_stdin_used+0x41d>
  402425:	e8 d6 ef ff ff       	callq  401400 <puts@plt>
  40242a:	b8 00 00 00 00       	mov    $0x0,%eax
  40242f:	e8 db fb ff ff       	callq  40200f <check_fail>
  402434:	48 8d 3d 4d 11 00 00 	lea    0x114d(%rip),%rdi        # 403588 <_IO_stdin_used+0x588>
  40243b:	e8 c0 ef ff ff       	callq  401400 <puts@plt>
  402440:	48 8d 3d c0 0f 00 00 	lea    0xfc0(%rip),%rdi        # 403407 <_IO_stdin_used+0x407>
  402447:	e8 b4 ef ff ff       	callq  401400 <puts@plt>
  40244c:	be 00 00 00 00       	mov    $0x0,%esi
  402451:	bf 00 00 00 00       	mov    $0x0,%edi
  402456:	e8 48 fc ff ff       	callq  4020a3 <notify_server>
  40245b:	bf 01 00 00 00       	mov    $0x1,%edi
  402460:	e8 db ee ff ff       	callq  401340 <exit@plt>

0000000000402465 <illegalhandler>:
  402465:	f3 0f 1e fa          	endbr64 
  402469:	50                   	push   %rax
  40246a:	58                   	pop    %rax
  40246b:	48 83 ec 08          	sub    $0x8,%rsp
  40246f:	83 3d 92 30 00 00 00 	cmpl   $0x0,0x3092(%rip)        # 405508 <is_checker>
  402476:	74 16                	je     40248e <illegalhandler+0x29>
  402478:	48 8d 3d b1 0f 00 00 	lea    0xfb1(%rip),%rdi        # 403430 <_IO_stdin_used+0x430>
  40247f:	e8 7c ef ff ff       	callq  401400 <puts@plt>
  402484:	b8 00 00 00 00       	mov    $0x0,%eax
  402489:	e8 81 fb ff ff       	callq  40200f <check_fail>
  40248e:	48 8d 3d 1b 11 00 00 	lea    0x111b(%rip),%rdi        # 4035b0 <_IO_stdin_used+0x5b0>
  402495:	e8 66 ef ff ff       	callq  401400 <puts@plt>
